case_id,employee_id,created_date,resolved_date,country,department,category,priority,channel,agent_id,agent_tenure_months,sla_target_hours,resolution_hours,sla_met,first_contact_resolution,reopened,csat
C007992,E03411,2025-10-29,2025-10-29,IT,HR,Leave & Absence,Standard,Portal,A007,2,24,1.3,1,1,0,
C007993,E03423,2025-10-29,2025-10-30,DE,Operations,Contract & Documents,High,Portal,A041,22,48,11.5,1,1,0,
C007994,E03447,2025-10-29,2025-10-29,IT,Customer Service,Payroll,Standard,Chat,A021,29,24,6.3,1,1,0,
C007995,E03493,2025-10-29,2025-10-30,ES,Operations,Leave & Absence,Standard,Portal,A033,12,24,9.9,1,1,0,5
C007996,E03532,2025-10-29,2025-10-29,IT,Customer Service,Contract & Documents,High,Portal,A029,17,48,8.5,1,1,0,5
C007997,E03598,2025-10-29,2025-10-30,DE,HR,Leave & Absence,Standard,Phone,A011,14,24,20.1,1,1,0,
C007998,E03643,2025-10-29,2025-10-29,IT,Customer Service,Systems & Access,Standard,Chat,A020,11,8,3.4,1,0,1,5
C007999,E03703,2025-10-29,2025-10-29,ES,Tech,Leave & Absence,Standard,Phone,A015,9,24,3.7,1,0,0,5
C008000,E03729,2025-10-29,2025-10-29,PL,Operations,Contract & Documents,Standard,Portal,A037,15,48,3.6,1,1,0,
C008001,E03732,2025-10-29,2025-10-29,DE,Customer Service,Contract & Documents,Critical,Portal,A004,2,48,6.4,1,0,1,4
C008002,E03752,2025-10-29,2025-10-29,PL,Finance,Leave & Absence,High,Phone,A028,17,24,4.3,1,1,0,
C008003,E03770,2025-10-29,2025-10-31,PL,Operations,Payroll,Standard,Portal,A040,9,24,47.2,0,0,1,
C008004,E03785,2025-10-29,2025-10-29,PL,Operations,Systems & Access,Standard,Portal,A006,4,8,1.6,1,1,0,
C008005,E03854,2025-10-29,2025-10-30,PL,Customer Service,Contract & Documents,High,Portal,A018,17,48,26.5,1,1,0,5
C008006,E03885,2025-10-29,2025-10-29,PL,HR,Benefits,Standard,Phone,A027,12,48,4.9,1,0,0,4
C008007,E03898,2025-10-29,2025-10-29,IT,Tech,Systems & Access,Standard,Phone,A029,17,8,7.8,1,1,0,5
C008008,E03983,2025-10-29,2025-10-30,PL,Tech,Payroll,Standard,Portal,A015,9,24,16.4,1,1,0,
C008009,E03998,2025-10-29,2025-11-02,IT,Sales,Performance & Development,Standard,Portal,A024,21,72,106.5,0,0,0,3
C008010,E00004,2025-10-30,2025-10-31,PL,Customer Service,Contract & Documents,High,Portal,A010,7,48,15.4,1,1,0,5
C008011,E00070,2025-10-30,2025-10-30,ES,Tech,Leave & Absence,Standard,Chat,A028,17,24,5.9,1,1,0,
C008012,E00092,2025-10-30,2025-10-30,PL,Sales,Leave & Absence,Standard,Chat,A039,11,24,5.7,1,0,0,5
C008013,E00125,2025-10-30,2025-10-30,PL,Customer Service,Payroll,Standard,Portal,A007,2,24,8.9,1,0,1,
C008014,E00149,2025-10-30,2025-10-30,IT,Tech,Systems & Access,Standard,Portal,A003,10,8,1.9,1,1,0,5
C008015,E00191,2025-10-30,2025-10-31,IT,Tech,Payroll,Critical,Chat,A030,30,24,20.0,1,0,0,
C008016,E00220,2025-10-30,2025-11-01,DE,Operations,Payroll,Standard,Portal,A012,63,24,46.3,0,0,0,
C008017,E00220,2025-10-30,2025-10-30,DE,Operations,Systems & Access,Critical,Portal,A020,11,8,1.3,1,0,0,
C008018,E00296,2025-10-30,2025-10-30,IT,Customer Service,Payroll,Standard,Portal,A037,15,24,8.0,1,1,0,5
C008019,E00591,2025-10-30,2025-10-30,PL,Tech,Leave & Absence,Standard,Chat,A016,51,24,6.9,1,1,0,5
C008020,E00600,2025-10-30,2025-11-01,PL,Finance,Payroll,Standard,Portal,A012,63,24,41.5,0,1,0,
C008021,E00621,2025-10-30,2025-10-31,ES,Tech,Payroll,Standard,Phone,A010,7,24,25.9,0,0,0,3
C008022,E00621,2025-10-30,2025-10-31,ES,Tech,Contract & Documents,Standard,Portal,A031,13,48,19.2,1,0,0,4
C008023,E00708,2025-10-30,2025-10-30,PL,Operations,Onboarding & Offboarding,Standard,Portal,A038,6,48,5.3,1,0,0,
C008024,E00816,2025-10-30,2025-10-30,IT,Customer Service,Payroll,Standard,Portal,A017,27,24,4.7,1,0,0,
C008025,E00818,2025-10-30,2025-10-31,PL,Operations,Contract & Documents,Standard,Chat,A003,10,48,35.9,1,1,0,
C008026,E00825,2025-10-30,2025-11-01,IT,Tech,Payroll,Standard,Phone,A013,5,24,56.1,0,1,0,
C008027,E00830,2025-10-30,2025-10-30,IT,Operations,Systems & Access,Standard,Portal,A008,18,8,3.3,1,0,0,4
C008028,E00901,2025-10-30,2025-10-31,IT,Operations,Onboarding & Offboarding,Standard,Portal,A024,21,48,13.6,1,0,0,3
C008029,E00951,2025-10-30,2025-10-30,PL,Tech,Benefits,Standard,Portal,A004,2,48,4.3,1,0,0,
C008030,E00997,2025-10-30,2025-10-30,IT,Tech,Benefits,Standard,Portal,A003,10,48,5.8,1,1,0,5
C008031,E01068,2025-10-30,2025-10-31,IT,Customer Service,Payroll,Standard,Portal,A006,4,24,20.9,1,1,0,
C008032,E01162,2025-10-30,2025-10-31,ES,Operations,Contract & Documents,Standard,Portal,A023,52,48,13.8,1,1,0,
C008033,E01163,2025-10-30,2025-10-30,IT,Customer Service,Systems & Access,Standard,Portal,A004,2,8,1.2,1,0,1,
C008034,E01187,2025-10-30,2025-10-31,IT,Operations,Benefits,Standard,Portal,A023,52,48,21.0,1,1,0,
C008035,E01215,2025-10-30,2025-11-02,PL,Customer Service,Employee Relations,Standard,Chat,A027,12,72,66.8,1,0,1,
C008036,E01354,2025-10-30,2025-10-31,DE,Customer Service,Contract & Documents,Standard,Portal,A006,4,48,27.6,1,0,0,
C008037,E01362,2025-10-30,2025-10-31,IT,Tech,Leave & Absence,Standard,Portal,A024,21,24,23.6,1,1,0,5
C008038,E01460,2025-10-30,2025-10-31,ES,Finance,Onboarding & Offboarding,Standard,Phone,A022,19,48,15.5,1,0,1,
C008039,E01487,2025-10-30,2025-10-31,ES,Tech,Performance & Development,Standard,Chat,A039,11,72,31.7,1,1,0,5
C008040,E01495,2025-10-30,2025-10-30,PL,Finance,Contract & Documents,Standard,Portal,A014,11,48,8.4,1,1,0,
C008041,E01516,2025-10-30,2025-10-31,PL,Tech,Benefits,Standard,Portal,A038,6,48,17.0,1,0,1,3
C008042,E01518,2025-10-30,2025-10-31,PL,Tech,Contract & Documents,Standard,Portal,A028,17,48,21.1,1,1,0,5
C008043,E01564,2025-10-30,2025-10-31,IT,Operations,Contract & Documents,High,Phone,A020,11,48,24.0,1,1,0,
C008044,E01616,2025-10-30,2025-10-31,IT,Customer Service,Contract & Documents,High,Portal,A002,23,48,18.9,1,0,0,4
C008045,E01654,2025-10-30,2025-10-31,IT,Customer Service,Contract & Documents,Standard,Chat,A014,11,48,26.5,1,0,0,5
C008046,E01654,2025-10-30,2025-10-31,IT,Customer Service,Leave & Absence,Standard,Portal,A021,29,24,14.5,1,0,0,
C008047,E01708,2025-10-30,2025-10-30,ES,Sales,Leave & Absence,Standard,Portal,A001,84,24,5.1,1,0,0,5
C008048,E01726,2025-10-30,2025-10-30,IT,Sales,Leave & Absence,Standard,Portal,A032,48,24,5.5,1,1,0,
C008049,E01824,2025-10-30,2025-10-30,PL,Operations,Contract & Documents,Standard,Chat,A017,27,48,10.7,1,0,0,
C008050,E01830,2025-10-30,2025-11-01,ES,Customer Service,Performance & Development,High,Phone,A008,18,72,45.3,1,1,0,
C008051,E01870,2025-10-30,2025-10-30,PL,Sales,Payroll,Standard,Chat,A001,84,24,4.5,1,1,0,5
C008052,E01873,2025-10-30,2025-10-31,DE,HR,Onboarding & Offboarding,Standard,Phone,A034,20,48,14.8,1,0,0,
C008053,E02051,2025-10-30,2025-10-30,DE,Operations,Leave & Absence,Standard,Portal,A032,48,24,4.0,1,0,0,
C008054,E02158,2025-10-30,2025-10-30,ES,Tech,Payroll,High,Portal,A009,20,24,11.9,1,0,0,5
C008055,E02263,2025-10-30,2025-10-30,ES,Customer Service,Systems & Access,Standard,Portal,A025,3,8,1.2,1,0,0,
C008056,E02289,2025-10-30,2025-11-03,IT,Operations,Performance & Development,High,Portal,A012,63,72,96.5,0,0,1,3
C008057,E02356,2025-10-30,2025-10-31,PL,Customer Service,Payroll,Critical,Chat,A023,52,24,11.8,1,0,0,
C008058,E02441,2025-10-30,2025-10-30,PL,Operations,Leave & Absence,Standard,Portal,A037,15,24,6.9,1,1,0,
C008059,E02491,2025-10-30,2025-10-30,DE,Customer Service,Employee Relations,High,Portal,A014,11,72,11.9,1,1,0,4
C008060,E02688,2025-10-30,2025-10-30,DE,Customer Service,Payroll,Standard,Phone,A024,21,24,3.2,1,0,0,
C008061,E02718,2025-10-30,2025-10-31,IT,Sales,Contract & Documents,High,Portal,A011,14,48,23.0,1,0,1,3
C008062,E02721,2025-10-30,2025-10-31,DE,Tech,Contract & Documents,Standard,Chat,A022,19,48,33.0,1,1,0,5
C008063,E02736,2025-10-30,2025-10-31,DE,Customer Service,Leave & Absence,High,Portal,A033,12,24,15.2,1,1,0,
C008064,E02872,2025-10-30,2025-10-31,IT,Sales,Benefits,Standard,Portal,A011,14,48,7.4,1,1,0,
C008065,E03102,2025-10-30,2025-10-30,DE,Customer Service,Payroll,Standard,Chat,A019,18,24,3.7,1,1,0,5
C008066,E03210,2025-10-30,2025-10-31,ES,Tech,Leave & Absence,Standard,Portal,A002,23,24,26.3,0,1,0,
C008067,E03212,2025-10-30,2025-11-02,ES,Customer Service,Employee Relations,Standard,Portal,A021,29,72,59.5,1,0,0,
C008068,E03246,2025-10-30,2025-10-31,IT,HR,Benefits,Standard,Phone,A033,12,48,23.1,1,0,0,
C008069,E03311,2025-10-30,2025-10-31,PL,HR,Contract & Documents,High,Chat,A022,19,48,11.8,1,0,1,5
C008070,E03334,2025-10-30,2025-10-31,IT,Finance,Leave & Absence,Standard,Phone,A039,11,24,27.4,0,0,0,4
C008071,E03427,2025-10-30,2025-11-01,IT,Operations,Contract & Documents,Standard,Chat,A007,2,48,33.6,1,1,0,
C008072,E03586,2025-10-30,2025-10-31,ES,HR,Contract & Documents,Standard,Phone,A030,30,48,13.9,1,1,0,
C008073,E03655,2025-10-30,2025-10-31,PL,HR,Employee Relations,High,Portal,A027,12,72,31.0,1,1,0,
C008074,E03664,2025-10-30,2025-10-30,PL,Tech,Contract & Documents,Standard,Chat,A008,18,48,7.3,1,1,0,
C008075,E03692,2025-10-30,2025-10-31,ES,HR,Benefits,Standard,Portal,A039,11,48,35.7,1,1,0,
C008076,E03756,2025-10-30,2025-10-30,ES,Operations,Benefits,Standard,Chat,A038,6,48,5.7,1,1,0,
C008077,E03942,2025-10-30,2025-10-30,IT,Tech,Payroll,High,Chat,A004,2,24,11.2,1,1,0,5
C008078,E00134,2025-10-31,2025-11-01,DE,Tech,Leave & Absence,Standard,Portal,A041,22,24,12.8,1,1,0,4
C008079,E00214,2025-10-31,2025-10-31,PL,Sales,Leave & Absence,Standard,Portal,A030,30,24,7.9,1,1,0,
C008080,E00259,2025-10-31,2025-11-01,DE,Sales,Performance & Development,Standard,Chat,A035,21,72,34.0,1,1,0,4
C008081,E00261,2025-10-31,2025-11-01,PL,Operations,Contract & Documents,Standard,Portal,A038,6,48,25.4,1,0,1,4
C008082,E00350,2025-10-31,2025-10-31,DE,Operations,Leave & Absence,Standard,Portal,A038,6,24,1.7,1,1,0,
C008083,E00423,2025-10-31,2025-11-01,IT,HR,Payroll,Standard,Phone,A027,12,24,6.1,1,1,0,
C008084,E00433,2025-10-31,2025-11-01,PL,Customer Service,Benefits,Standard,Chat,A037,15,48,27.8,1,0,0,5
C008085,E00445,2025-10-31,2025-10-31,PL,Sales,Leave & Absence,Standard,Phone,A033,12,24,3.5,1,1,0,5
C008086,E00599,2025-10-31,2025-10-31,PL,Operations,Leave & Absence,High,Phone,A016,51,24,4.4,1,0,0,
C008087,E00649,2025-10-31,2025-10-31,PL,Customer Service,Systems & Access,Standard,Phone,A004,2,8,1.9,1,0,1,
C008088,E00657,2025-10-31,2025-11-01,DE,Finance,Leave & Absence,Standard,Phone,A009,20,24,30.8,0,1,0,
C008089,E00697,2025-10-31,2025-10-31,ES,Tech,Systems & Access,High,Portal,A024,21,8,0.7,1,0,0,
C008090,E00697,2025-10-31,2025-10-31,ES,Tech,Leave & Absence,Standard,Chat,A009,20,24,4.0,1,0,1,
C008091,E00701,2025-10-31,2025-10-31,PL,Sales,Systems & Access,High,Portal,A010,7,8,2.1,1,0,1,3
C008092,E00707,2025-10-31,2025-11-01,DE,Tech,Benefits,High,Portal,A004,2,48,21.5,1,1,0,
C008093,E00731,2025-10-31,2025-11-01,PL,Customer Service,Benefits,Standard,Chat,A018,17,48,19.5,1,1,0,
C008094,E00795,2025-10-31,2025-11-01,IT,Finance,Payroll,High,Chat,A018,17,24,18.7,1,1,0,5
C008095,E00821,2025-10-31,2025-10-31,DE,HR,Benefits,High,Portal,A008,18,48,4.2,1,0,0,5
C008096,E00827,2025-10-31,2025-11-01,DE,Customer Service,Onboarding & Offboarding,Standard,Portal,A040,9,48,21.4,1,0,0,
C008097,E01022,2025-10-31,2025-10-31,IT,HR,Contract & Documents,Critical,Chat,A007,2,48,3.5,1,1,0,
C008098,E01133,2025-10-31,2025-10-31,PL,Customer Service,Payroll,Standard,Phone,A027,12,24,13.2,1,1,0,4
C008099,E01156,2025-10-31,2025-11-01,IT,Finance,Onboarding & Offboarding,Standard,Phone,A003,10,48,34.0,1,1,0,
C008100,E01215,2025-10-31,2025-10-31,PL,Customer Service,Leave & Absence,Standard,Portal,A030,30,24,2.7,1,0,0,
C008101,E01257,2025-10-31,2025-11-02,ES,Operations,Onboarding & Offboarding,Standard,Phone,A013,5,48,44.7,1,1,0,5
C008102,E01285,2025-10-31,2025-11-01,PL,Customer Service,Contract & Documents,High,Portal,A037,15,48,22.4,1,0,0,
C008103,E01375,2025-10-31,2025-11-01,IT,Tech,Benefits,Standard,Portal,A021,29,48,16.0,1,0,0,
C008104,E01447,2025-10-31,2025-11-01,PL,Sales,Contract & Documents,Standard,Phone,A025,3,48,17.0,1,0,1,2
C008105,E01469,2025-10-31,2025-10-31,DE,Sales,Leave & Absence,Standard,Chat,A012,63,24,3.5,1,0,0,4
C008106,E01576,2025-10-31,2025-11-01,IT,Customer Service,Leave & Absence,Standard,Portal,A013,5,24,10.9,1,0,0,4
C008107,E01608,2025-10-31,2025-11-01,DE,Customer Service,Benefits,Standard,Portal,A010,7,48,15.6,1,1,0,4
C008108,E01641,2025-10-31,2025-10-31,PL,Tech,Leave & Absence,Standard,Phone,A001,84,24,14.2,1,1,0,
C008109,E01647,2025-10-31,2025-10-31,ES,Operations,Systems & Access,High,Phone,A005,10,8,1.0,1,1,0,
C008110,E01660,2025-10-31,2025-10-31,PL,Operations,Leave & Absence,Standard,Phone,A022,19,24,4.5,1,1,0,5
C008111,E01916,2025-10-31,2025-10-31,DE,Operations,Payroll,Standard,Portal,A030,30,24,5.3,1,1,0,5
C008112,E02011,2025-10-31,2025-11-01,ES,Finance,Leave & Absence,Standard,Phone,A026,11,24,16.9,1,0,0,
C008113,E02113,2025-10-31,2025-11-01,PL,Sales,Contract & Documents,Standard,Chat,A035,21,48,31.0,1,1,0,5
C008114,E02116,2025-10-31,2025-10-31,IT,Customer Service,Benefits,Critical,Portal,A001,84,48,7.4,1,1,0,5
C008115,E02132,2025-10-31,2025-11-02,IT,Operations,Payroll,Standard,Chat,A008,18,24,39.4,0,1,0,3
C008116,E02149,2025-10-31,2025-10-31,ES,Operations,Systems & Access,Standard,Phone,A009,20,8,3.6,1,1,0,3
C008117,E02156,2025-10-31,2025-11-01,IT,Operations,Payroll,Standard,Portal,A027,12,24,16.3,1,0,0,
C008118,E02200,2025-10-31,2025-10-31,PL,Sales,Contract & Documents,Standard,Chat,A036,11,48,12.7,1,1,0,
C008119,E02283,2025-10-31,2025-10-31,IT,Tech,Leave & Absence,High,Chat,A022,19,24,5.2,1,1,0,4
C008120,E02313,2025-10-31,2025-10-31,DE,Sales,Leave & Absence,High,Portal,A025,3,24,12.2,1,0,0,5
C008121,E02356,2025-10-31,2025-10-31,PL,Customer Service,Payroll,Standard,Portal,A019,18,24,4.9,1,1,0,5
C008122,E02374,2025-10-31,2025-11-04,DE,Tech,Onboarding & Offboarding,High,Portal,A032,48,48,88.4,0,0,0,3
C008123,E02490,2025-10-31,2025-11-01,IT,Tech,Contract & Documents,High,Phone,A015,9,48,13.2,1,1,0,
C008124,E02571,2025-10-31,2025-10-31,IT,Tech,Leave & Absence,Critical,Phone,A023,52,24,6.5,1,0,0,5
C008125,E02660,2025-10-31,2025-10-31,IT,Customer Service,Onboarding & Offboarding,Standard,Phone,A041,22,48,6.1,1,1,0,
C008126,E02682,2025-10-31,2025-11-04,PL,Tech,Onboarding & Offboarding,Standard,Chat,A026,11,48,83.8,0,0,1,2
C008127,E02768,2025-10-31,2025-11-01,DE,Tech,Contract & Documents,High,Phone,A018,17,48,18.3,1,0,1,
C008128,E02807,2025-10-31,2025-11-01,ES,Tech,Benefits,Standard,Portal,A028,17,48,18.4,1,1,0,
C008129,E02900,2025-10-31,2025-11-01,DE,Finance,Onboarding & Offboarding,Standard,Portal,A028,17,48,12.6,1,1,0,
C008130,E02924,2025-10-31,2025-10-31,PL,Tech,Benefits,Standard,Portal,A020,11,48,13.2,1,1,0,
C008131,E02940,2025-10-31,2025-11-01,PL,Operations,Onboarding & Offboarding,High,Chat,A009,20,48,9.2,1,1,0,5
C008132,E03027,2025-10-31,2025-11-01,ES,Customer Service,Onboarding & Offboarding,Standard,Phone,A007,2,48,9.8,1,0,0,5
C008133,E03157,2025-10-31,2025-10-31,PL,Customer Service,Systems & Access,Standard,Portal,A001,84,8,2.1,1,1,0,5
C008134,E03255,2025-10-31,2025-11-01,IT,Tech,Payroll,Standard,Phone,A018,17,24,17.6,1,1,0,
C008135,E03256,2025-10-31,2025-11-01,PL,Operations,Leave & Absence,Standard,Portal,A013,5,24,9.1,1,1,0,
C008136,E03284,2025-10-31,2025-11-01,PL,Operations,Contract & Documents,Standard,Portal,A035,21,48,18.6,1,1,0,5
C008137,E03303,2025-10-31,2025-11-01,PL,Finance,Benefits,Standard,Portal,A024,21,48,18.5,1,1,0,
C008138,E03309,2025-10-31,2025-11-01,IT,Customer Service,Leave & Absence,High,Chat,A022,19,24,13.5,1,1,0,
C008139,E03324,2025-10-31,2025-10-31,DE,Customer Service,Payroll,High,Portal,A034,20,24,12.9,1,1,0,
C008140,E03342,2025-10-31,2025-10-31,DE,Tech,Employee Relations,High,Portal,A030,30,72,10.8,1,0,1,
C008141,E03671,2025-10-31,2025-11-01,DE,HR,Performance & Development,Standard,Portal,A003,10,72,18.7,1,0,0,
C008142,E03697,2025-10-31,2025-11-01,IT,Sales,Benefits,High,Portal,A016,51,48,15.7,1,1,0,
C008143,E03825,2025-10-31,2025-10-31,PL,Sales,Contract & Documents,Standard,Phone,A037,15,48,6.8,1,1,0,
C008144,E03976,2025-10-31,2025-10-31,PL,Operations,Payroll,Standard,Portal,A001,84,24,2.0,1,1,0,5
C008145,E00071,2025-11-01,2025-11-01,IT,Finance,Payroll,Critical,Phone,A028,17,24,9.2,1,1,0,
C008146,E00105,2025-11-01,2025-11-01,PL,Customer Service,Benefits,High,Portal,A011,14,48,4.2,1,1,0,
C008147,E00113,2025-11-01,2025-11-03,DE,Operations,Benefits,Standard,Chat,A035,21,48,45.0,1,1,0,
C008148,E00245,2025-11-01,2025-11-01,DE,Operations,Systems & Access,Standard,Portal,A023,52,8,4.5,1,0,0,
C008149,E00287,2025-11-01,2025-11-02,PL,Sales,Contract & Documents,Standard,Phone,A017,27,48,16.2,1,0,0,
C008150,E00312,2025-11-01,2025-11-02,IT,Operations,Payroll,Standard,Portal,A026,11,24,16.7,1,1,0,5
C008151,E00333,2025-11-01,2025-11-02,PL,Operations,Payroll,High,Portal,A028,17,24,14.6,1,0,0,
C008152,E00352,2025-11-01,2025-11-02,DE,Sales,Leave & Absence,Standard,Portal,A037,15,24,21.9,1,0,1,
C008153,E00376,2025-11-01,2025-11-02,IT,Customer Service,Payroll,High,Portal,A020,11,24,11.0,1,0,1,
C008154,E00498,2025-11-01,2025-11-02,IT,Customer Service,Onboarding & Offboarding,Standard,Chat,A037,15,48,23.2,1,0,1,
C008155,E00591,2025-11-01,2025-11-02,PL,Tech,Contract & Documents,High,Phone,A040,9,48,10.9,1,1,0,
C008156,E00616,2025-11-01,2025-11-03,IT,Customer Service,Contract & Documents,Standard,Portal,A014,11,48,44.9,1,0,1,
C008157,E00703,2025-11-01,2025-11-02,IT,Customer Service,Payroll,Standard,Phone,A032,48,24,23.9,1,1,0,
C008158,E00812,2025-11-01,2025-11-02,PL,Operations,Payroll,Standard,Chat,A009,20,24,16.3,1,1,0,5
C008159,E00889,2025-11-01,2025-11-02,IT,Tech,Payroll,Standard,Portal,A008,18,24,25.3,0,1,0,
C008160,E01086,2025-11-01,2025-11-02,PL,Operations,Contract & Documents,Standard,Portal,A004,2,48,9.4,1,1,0,
C008161,E01107,2025-11-01,2025-11-02,PL,Customer Service,Onboarding & Offboarding,Standard,Portal,A008,18,48,22.5,1,1,0,5
C008162,E01112,2025-11-01,2025-11-01,PL,Customer Service,Leave & Absence,High,Portal,A041,22,24,8.7,1,1,0,5
C008163,E01185,2025-11-01,2025-11-08,DE,Tech,Employee Relations,Standard,Portal,A033,12,72,165.0,0,1,0,3
C008164,E01204,2025-11-01,2025-11-01,PL,Customer Service,Leave & Absence,High,Portal,A032,48,24,4.2,1,1,0,
C008165,E01293,2025-11-01,2025-11-02,DE,Tech,Leave & Absence,High,Portal,A008,18,24,24.1,0,1,0,3
C008166,E01314,2025-11-01,2025-11-01,IT,Customer Service,Performance & Development,High,Chat,A030,30,72,3.7,1,1,0,
C008167,E01365,2025-11-01,2025-11-02,PL,Operations,Leave & Absence,Standard,Portal,A001,84,24,19.3,1,1,0,5
C008168,E01392,2025-11-01,2025-11-05,DE,Customer Service,Employee Relations,Standard,Phone,A022,19,72,98.6,0,0,0,2
C008169,E01507,2025-11-01,2025-11-02,PL,Operations,Payroll,Standard,Portal,A013,5,24,27.4,0,0,0,5
C008170,E01626,2025-11-01,2025-11-01,ES,Customer Service,Contract & Documents,Standard,Portal,A033,12,48,3.8,1,0,0,4
C008171,E01669,2025-11-01,2025-11-07,DE,Customer Service,Employee Relations,Standard,Portal,A004,2,72,148.5,0,0,0,
C008172,E01744,2025-11-01,2025-11-01,DE,Sales,Onboarding & Offboarding,Critical,Portal,A001,84,48,3.9,1,1,0,
C008173,E01751,2025-11-01,2025-11-04,ES,HR,Employee Relations,High,Portal,A007,2,72,59.8,1,0,0,
C008174,E01755,2025-11-01,2025-11-02,IT,Customer Service,Payroll,Standard,Portal,A036,11,24,18.2,1,1,0,5
C008175,E01891,2025-11-01,2025-11-12,IT,Customer Service,Onboarding & Offboarding,High,Portal,A033,12,48,276.4,0,1,0,
C008176,E01974,2025-11-01,2025-11-02,IT,Finance,Benefits,Standard,Portal,A011,14,48,10.5,1,0,0,
C008177,E01992,2025-11-01,2025-11-01,DE,HR,Leave & Absence,High,Phone,A021,29,24,6.2,1,1,0,
C008178,E02000,2025-11-01,2025-11-02,PL,Sales,Performance & Development,Standard,Portal,A029,17,72,10.2,1,1,0,5
C008179,E02146,2025-11-01,2025-11-02,DE,Customer Service,Performance & Development,High,Chat,A017,27,72,30.4,1,1,0,
C008180,E02164,2025-11-01,2025-11-02,IT,Operations,Payroll,Standard,Phone,A041,22,24,32.7,0,1,0,
C008181,E02175,2025-11-01,2025-11-02,PL,HR,Leave & Absence,Standard,Portal,A009,20,24,23.0,1,0,1,
C008182,E02389,2025-11-01,2025-11-03,PL,Finance,Onboarding & Offboarding,Standard,Chat,A019,18,48,42.5,1,1,0,
C008183,E02408,2025-11-01,2025-11-03,DE,Finance,Benefits,Standard,Chat,A006,4,48,48.0,1,0,0,
C008184,E02433,2025-11-01,2025-11-02,PL,Customer Service,Benefits,Standard,Portal,A012,63,48,27.6,1,1,0,
C008185,E02576,2025-11-01,2025-11-01,ES,Sales,Systems & Access,Standard,Portal,A027,12,8,3.5,1,1,0,
C008186,E02680,2025-11-01,2025-11-01,PL,Finance,Payroll,High,Phone,A005,10,24,3.4,1,1,0,
C008187,E02736,2025-11-01,2025-11-01,DE,Customer Service,Contract & Documents,High,Portal,A041,22,48,3.7,1,0,0,
C008188,E02742,2025-11-01,2025-11-02,PL,Operations,Performance & Development,High,Phone,A015,9,72,25.7,1,0,1,
C008189,E02822,2025-11-01,2025-11-02,ES,HR,Payroll,Standard,Portal,A026,11,24,12.2,1,1,0,5
C008190,E02872,2025-11-01,2025-11-02,IT,Sales,Contract & Documents,Standard,Portal,A023,52,48,12.9,1,0,0,
C008191,E02873,2025-11-01,2025-11-03,IT,Operations,Payroll,Standard,Chat,A010,7,24,41.4,0,0,0,3
C008192,E03053,2025-11-01,2025-11-02,IT,Customer Service,Leave & Absence,High,Portal,A034,20,24,30.2,0,0,0,
C008193,E03078,2025-11-01,2025-11-01,IT,Tech,Payroll,Standard,Chat,A028,17,24,7.5,1,1,0,5
C008194,E03088,2025-11-01,2025-11-03,PL,Customer Service,Payroll,Standard,Portal,A001,84,24,45.0,0,1,0,
C008195,E03194,2025-11-01,2025-11-02,PL,Operations,Contract & Documents,Standard,Phone,A014,11,48,34.6,1,1,0,
C008196,E03331,2025-11-01,2025-11-02,IT,Customer Service,Employee Relations,Standard,Portal,A013,5,72,19.1,1,0,1,
C008197,E03406,2025-11-01,2025-11-02,IT,Operations,Leave & Absence,Standard,Chat,A018,17,24,16.7,1,0,0,5
C008198,E03446,2025-11-01,2025-11-02,PL,Customer Service,Payroll,Standard,Portal,A008,18,24,19.6,1,1,0,4
C008199,E03531,2025-11-01,2025-11-02,ES,Operations,Onboarding & Offboarding,High,Phone,A029,17,48,15.0,1,0,0,5
C008200,E03551,2025-11-01,2025-11-02,IT,Finance,Leave & Absence,Standard,Chat,A013,5,24,22.5,1,1,0,5
C008201,E03679,2025-11-01,2025-11-02,DE,Customer Service,Benefits,Standard,Portal,A006,4,48,14.5,1,1,0,5
C008202,E03754,2025-11-01,2025-11-01,PL,Customer Service,Payroll,Standard,Portal,A028,17,24,11.9,1,1,0,5
C008203,E03771,2025-11-01,2025-11-01,IT,Customer Service,Leave & Absence,Standard,Phone,A031,13,24,7.4,1,0,0,4
C008204,E03835,2025-11-01,2025-11-01,ES,Operations,Leave & Absence,Standard,Phone,A018,17,24,8.7,1,1,0,
C008205,E03876,2025-11-01,2025-11-07,ES,Operations,Employee Relations,Standard,Phone,A003,10,72,143.9,0,0,1,
C008206,E03907,2025-11-01,2025-11-01,ES,Tech,Payroll,High,Phone,A023,52,24,3.1,1,0,0,
C008207,E03909,2025-11-01,2025-11-04,IT,Tech,Employee Relations,Standard,Phone,A021,29,72,76.4,0,0,1,
C008208,E03924,2025-11-01,2025-11-02,PL,Operations,Payroll,Standard,Portal,A009,20,24,27.7,0,1,0,
C008209,E03927,2025-11-01,2025-11-02,DE,Customer Service,Payroll,Standard,Portal,A013,5,24,17.1,1,0,0,4
C008210,E00004,2025-11-02,2025-11-03,PL,Customer Service,Benefits,Standard,Chat,A012,63,48,29.3,1,1,0,4
C008211,E00053,2025-11-02,2025-11-03,PL,HR,Payroll,Standard,Portal,A028,17,24,31.4,0,0,1,
C008212,E00078,2025-11-02,2025-11-04,PL,Customer Service,Contract & Documents,High,Chat,A014,11,48,39.6,1,1,0,4
C008213,E00115,2025-11-02,2025-11-03,IT,Customer Service,Benefits,High,Portal,A022,19,48,15.4,1,1,0,5
